Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist,Category,Organizer,MatchStage,Date_clean,Date_Year,Result_clean,Goals1,Goals2,Goals_Team,Goals_Opponent,Decision,Play_Position_clean,Minute_clean
2015/2016,UEFA Champions League,Last 16,2/17/16,A,Real Madrid,AS Roma,0:02,LW,57,0:01,Right-footed shot,Marcelo,International,UEFA,Stage,2016-02-17,2016,0:02,0,2,2,0,Normal,LW,57
2015/2016,LaLiga,25,2/21/16,A,Real Madrid,Malaga CF,1:01,LW,33,0:01,Header,Toni Kroos,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-02-21,2016,1:01,1,1,1,1,Normal,LW,33
2015/2016,LaLiga,27,03-02-16,A,Real Madrid,Levante UD,1:03,LW,34,0:01,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-03-02,2016,1:03,1,3,3,1,Normal,LW,34
2015/2016,LaLiga,28,03-05-16,H,Real Madrid,Celta de Vigo,7:01,LW,50,2:00,Long distance kick,Sergio Ramos,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-03-05,2016,7:01,7,1,7,1,Normal,LW,50
2015/2016,LaLiga,28,03-05-16,H,Real Madrid,Celta de Vigo,7:01,LW,58,3:00,Direct free kick,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-03-05,2016,7:01,7,1,7,1,Normal,LW,58
2015/2016,LaLiga,28,03-05-16,H,Real Madrid,Celta de Vigo,7:01,LW,64,4:01,Right-footed shot,Isco,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-03-05,2016,7:01,7,1,7,1,Normal,LW,64
2015/2016,LaLiga,28,03-05-16,H,Real Madrid,Celta de Vigo,7:01,LW,76,5:01,Header,Jese,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-03-05,2016,7:01,7,1,7,1,Normal,LW,76
2015/2016,UEFA Champions League,Last 16,03-08-16,H,Real Madrid,AS Roma,2:00,CF,64,1:00,Right-footed shot,Lucas Vazquez,International,UEFA,Stage,2016-03-08,2016,2:00,2,0,2,0,Normal,CF,64
2015/2016,LaLiga,30,3/20/16,H,Real Madrid,Sevilla FC,4:00,LW,64,2:00,Left-footed shot,Danilo,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-03-20,2016,4:00,4,0,4,0,Normal,LW,64
2015/2016,LaLiga,31,04-02-16,A,Real Madrid,FC Barcelona,1:02,LW,85,1:02,Right-footed shot,Gareth Bale,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-04-02,2016,1:02,1,2,2,1,Normal,LW,85
2015/2016,LaLiga,32,04-09-16,H,Real Madrid,SD Eibar,4:00,CF,19,3:00,Right-footed shot,Jese,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-04-09,2016,4:00,4,0,4,0,Normal,CF,19
2015/2016,UEFA Champions League,Quarter-Finals,04-12-16,H,Real Madrid,VfL Wolfsburg,3:00,LW,16,1:00,Right-footed shot,Daniel Carvajal,International,UEFA,Stage,2016-04-12,2016,3:00,3,0,3,0,Normal,LW,16
2015/2016,UEFA Champions League,Quarter-Finals,04-12-16,H,Real Madrid,VfL Wolfsburg,3:00,LW,17,2:00,Header,Toni Kroos,International,UEFA,Stage,2016-04-12,2016,3:00,3,0,3,0,Normal,LW,17
2015/2016,UEFA Champions League,Quarter-Finals,04-12-16,H,Real Madrid,VfL Wolfsburg,3:00,LW,77,3:00,Direct free kick,No assist,International,UEFA,Stage,2016-04-12,2016,3:00,3,0,3,0,Normal,LW,77
2015/2016,LaLiga,33,4/16/16,A,Real Madrid,Getafe CF,1:05,LW,90+2,1:05,Left-footed shot,Jese,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-04-16,2016,1:05,1,5,5,1,Normal,LW,92
2015/2016,LaLiga,37,05-08-16,H,Real Madrid,Valencia CF,3:02,LW,26,1:00,Right-footed shot,Marcelo,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-05-08,2016,3:02,3,2,3,2,Normal,LW,26
2015/2016,LaLiga,37,05-08-16,H,Real Madrid,Valencia CF,3:02,LW,59,3:01,Left-footed shot,James Rodriguez,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-05-08,2016,3:02,3,2,3,2,Normal,LW,59
2015/2016,LaLiga,38,5/14/16,A,Real Madrid,Deportivo de La CoruÃ±a,0:02,LW,8,0:01,Left-footed shot,Karim Benzema,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-05-14,2016,0:02,0,2,2,0,Normal,LW,8
2015/2016,LaLiga,38,5/14/16,A,Real Madrid,Deportivo de La CoruÃ±a,0:02,LW,25,0:02,Header,Toni Kroos,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-05-14,2016,0:02,0,2,2,0,Normal,LW,25
2016/2017,LaLiga,3,09-10-16,H,Real Madrid,CA Osasuna,5:02,LW,6,1:00,Right-footed shot,Gareth Bale,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-09-10,2016,5:02,5,2,5,2,Normal,LW,6
2016/2017,UEFA Champions League,Group Stage,9/14/16,H,Real Madrid,Sporting CP,2:01,LW,89,1:01,Direct free kick,No assist,International,UEFA,Stage,2016-09-14,2016,2:01,2,1,2,1,Normal,LW,89
2016/2017,UEFA Champions League,Group Stage,9/27/16,A,Real Madrid,Borussia Dortmund,2:02,LW,17,0:01,Right-footed shot,Gareth Bale,International,UEFA,Stage,2016-09-27,2016,2:02,2,2,2,2,Normal,LW,17
2016/2017,LaLiga,8,10/15/16,A,Real Madrid,Real Betis Balompie,1:06,LW,78,1:06,Right-footed shot,alvaro Morata,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-10-15,2016,1:06,1,6,6,1,Normal,LW,78
2016/2017,LaLiga,10,10/29/16,A,Real Madrid,Deportivo Alaves,1:04,LW,17,1:01,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-10-29,2016,1:04,1,4,4,1,Normal,LW,17
2016/2017,LaLiga,10,10/29/16,A,Real Madrid,Deportivo Alaves,1:04,LW,33,1:02,Right-footed shot,Karim Benzema,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-10-29,2016,1:04,1,4,4,1,Normal,LW,33
2016/2017,LaLiga,10,10/29/16,A,Real Madrid,Deportivo Alaves,1:04,LW,88,1:04,Right-footed shot,Marcelo,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-10-29,2016,1:04,1,4,4,1,Normal,LW,88
2016/2017,LaLiga,12,11/19/16,A,Real Madrid,Atletico de Madrid,0:03,CF,23,0:01,Direct free kick,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-11-19,2016,0:03,0,3,3,0,Normal,CF,23
2016/2017,LaLiga,12,11/19/16,A,Real Madrid,Atletico de Madrid,0:03,CF,71,0:02,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-11-19,2016,0:03,0,3,3,0,Normal,CF,71
2016/2017,LaLiga,12,11/19/16,A,Real Madrid,Atletico de Madrid,0:03,CF,77,0:03,Right-footed shot,Gareth Bale,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-11-19,2016,0:03,0,3,3,0,Normal,CF,77
2016/2017,LaLiga,13,11/26/16,H,Real Madrid,Sporting GijÃ³n,2:01,LW,5,1:00,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-11-26,2016,2:01,2,1,2,1,Normal,LW,5
2016/2017,LaLiga,13,11/26/16,H,Real Madrid,Sporting GijÃ³n,2:01,LW,18,2:00,Header,Nacho Fernandez,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-11-26,2016,2:01,2,1,2,1,Normal,LW,18
2016/2017,FIFA Club World Cup,Semi-Finals,12/15/16,A,Real Madrid,CF America,0:02,LW,90+3,0:02,Right-footed shot,James Rodriguez,International,FIFA,Stage,2016-12-15,2016,0:02,0,2,2,0,Normal,LW,93
2016/2017,FIFA Club World Cup,Final,12/18/16,H,Real Madrid,Kashima Antlers,4:2 AET,LW,60,2:02,Penalty,No assist,International,FIFA,Stage,2016-12-18,2016,4:2,4,2,4,2,After Extra Time,LW,60
2016/2017,FIFA Club World Cup,Final,12/18/16,H,Real Madrid,Kashima Antlers,4:2 AET,LW,97,3:02,Left-footed shot,Karim Benzema,International,FIFA,Stage,2016-12-18,2016,4:2,4,2,4,2,After Extra Time,LW,97
2016/2017,FIFA Club World Cup,Final,12/18/16,H,Real Madrid,Kashima Antlers,4:2 AET,LW,104,4:02,Left-footed shot,Toni Kroos,International,FIFA,Stage,2016-12-18,2016,4:2,4,2,4,2,After Extra Time,LW,104
2016/2017,LaLiga,17,01-07-17,H,Real Madrid,Granada CF,5:00,LW,27,3:00,Header,Marcelo,National Leagues,Spanish Football Federation (RFEF),Matchday,2017-01-07,2017,5:00,5,0,5,0,Normal,LW,27
2016/2017,LaLiga,18,1/15/17,A,Real Madrid,Sevilla FC,2:01,CF,67,0:01,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2017-01-15,2017,2:01,2,1,1,2,Normal,CF,67
2016/2017,Copa del Rey,Quarter-Finals,1/25/17,A,Real Madrid,Celta de Vigo,2:02,CF,62,1:01,Direct free kick,No assist,National Cups,Spanish Football Federation (RFEF),Stage,2017-01-25,2017,2:02,2,2,2,2,Normal,CF,62
2016/2017,LaLiga,20,1/29/17,H,Real Madrid,Real Sociedad,3:00,LW,51,2:00,Right-footed shot,Mateo Kovacic,National Leagues,Spanish Football Federation (RFEF),Matchday,2017-01-29,2017,3:00,3,0,3,0,Normal,LW,51
2016/2017,LaLiga,22,02-11-17,A,Real Madrid,CA Osasuna,1:03,CF,24,0:01,Right-footed shot,Karim Benzema,National Leagues,Spanish Football Federation (RFEF),Matchday,2017-02-11,2017,1:03,1,3,3,1,Normal,CF,24
2016/2017,LaLiga,16,2/22/17,A,Real Madrid,Valencia CF,2:01,LW,44,2:01,Header,Marcelo,National Leagues,Spanish Football Federation (RFEF),Matchday,2017-02-22,2017,2:01,2,1,1,2,Normal,LW,44
2016/2017,LaLiga,24,2/26/17,A,Real Madrid,Villarreal CF,2:03,LW,74,2:02,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2017-02-26,2017,2:03,2,3,3,2,Normal,LW,74
2016/2017,LaLiga,25,03-01-17,H,Real Madrid,UD Las Palmas,3:03,LW,86,2:03,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2017-03-01,2017,3:03,3,3,3,3,Normal,LW,86
2016/2017,LaLiga,25,03-01-17,H,Real Madrid,UD Las Palmas,3:03,LW,89,3:03,Header,James Rodriguez,National Leagues,Spanish Football Federation (RFEF),Matchday,2017-03-01,2017,3:03,3,3,3,3,Normal,LW,89
2016/2017,LaLiga,27,03-12-17,H,Real Madrid,Real Betis Balompie,2:01,LW,41,1:01,Header,Marcelo,National Leagues,Spanish Football Federation (RFEF),Matchday,2017-03-12,2017,2:01,2,1,2,1,Normal,LW,41
2016/2017,UEFA Champions League,Quarter-Finals,04-12-17,A,Real Madrid,Bayern Munich,1:02,LW,47,1:01,Right-footed shot,Daniel Carvajal,International,UEFA,Stage,2017-04-12,2017,1:02,1,2,2,1,Normal,LW,47
2016/2017,UEFA Champions League,Quarter-Finals,04-12-17,A,Real Madrid,Bayern Munich,1:02,LW,77,1:02,Right-footed shot,Marco Asensio,International,UEFA,Stage,2017-04-12,2017,1:02,1,2,2,1,Normal,LW,77
2016/2017,UEFA Champions League,Quarter-Finals,4/18/17,H,Real Madrid,Bayern Munich,4:2 AET,CF,76,1:01,Header,Casemiro,International,UEFA,Stage,2017-04-18,2017,4:2,4,2,4,2,After Extra Time,CF,76
2016/2017,UEFA Champions League,Quarter-Finals,4/18/17,H,Real Madrid,Bayern Munich,4:2 AET,CF,105,2:02,Left-footed shot,Sergio Ramos,International,UEFA,Stage,2017-04-18,2017,4:2,4,2,4,2,After Extra Time,CF,105
2016/2017,UEFA Champions League,Quarter-Finals,4/18/17,H,Real Madrid,Bayern Munich,4:2 AET,CF,109,3:02,Right-footed shot,Marcelo,International,UEFA,Stage,2017-04-18,2017,4:2,4,2,4,2,After Extra Time,CF,109
2016/2017,LaLiga,35,4/29/17,H,Real Madrid,Valencia CF,2:01,LW,27,1:00,Header,Daniel Carvajal,National Leagues,Spanish Football Federation (RFEF),Matchday,2017-04-29,2017,2:01,2,1,2,1,Normal,LW,27
2016/2017,UEFA Champions League,Semi-Finals,05-02-17,H,Real Madrid,Atletico de Madrid,3:00,CF,10,1:00,Header,Casemiro,International,UEFA,Stage,2017-05-02,2017,3:00,3,0,3,0,Normal,CF,10
2016/2017,UEFA Champions League,Semi-Finals,05-02-17,H,Real Madrid,Atletico de Madrid,3:00,CF,73,2:00,Right-footed shot,Karim Benzema,International,UEFA,Stage,2017-05-02,2017,3:00,3,0,3,0,Normal,CF,73
2016/2017,UEFA Champions League,Semi-Finals,05-02-17,H,Real Madrid,Atletico de Madrid,3:00,CF,86,3:00,Right-footed shot,Lucas Vazquez,International,UEFA,Stage,2017-05-02,2017,3:00,3,0,3,0,Normal,CF,86
2016/2017,LaLiga,37,5/14/17,H,Real Madrid,Sevilla FC,4:01,LW,23,2:00,Right-footed shot,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2017-05-14,2017,4:01,4,1,4,1,Normal,LW,23
2016/2017,LaLiga,37,5/14/17,H,Real Madrid,Sevilla FC,4:01,LW,78,3:01,Left-footed shot,Toni Kroos,National Leagues,Spanish Football Federation (RFEF),Matchday,2017-05-14,2017,4:01,4,1,4,1,Normal,LW,78
2016/2017,LaLiga,21,5/17/17,A,Real Madrid,Celta de Vigo,1:04,CF,10,0:01,Left-footed shot,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2017-05-17,2017,1:04,1,4,4,1,Normal,CF,10
2016/2017,LaLiga,21,5/17/17,A,Real Madrid,Celta de Vigo,1:04,CF,48,0:02,Left-footed shot,Isco,National Leagues,Spanish Football Federation (RFEF),Matchday,2017-05-17,2017,1:04,1,4,4,1,Normal,CF,48
2016/2017,LaLiga,38,5/21/17,A,Real Madrid,Malaga CF,0:02,CF,2,0:01,Right-footed shot,Isco,National Leagues,Spanish Football Federation (RFEF),Matchday,2017-05-21,2017,0:02,0,2,2,0,Normal,CF,2
2016/2017,UEFA Champions League,Final,06-03-17,A,Real Madrid,Juventus FC,1:04,CF,20,0:01,Right-footed shot,Daniel Carvajal,International,UEFA,Stage,2017-06-03,2017,1:04,1,4,4,1,Normal,CF,20
2016/2017,UEFA Champions League,Final,06-03-17,A,Real Madrid,Juventus FC,1:04,CF,64,1:03,Right-footed shot,Luka Modric,International,UEFA,Stage,2017-06-03,2017,1:04,1,4,4,1,Normal,CF,64
2017/2018,Supercopa,Final,8/13/17,A,Real Madrid,FC Barcelona,1:03,CF,80,1:02,Right-footed shot,Isco,National SuperCups,Spanish Football Federation (RFEF),Stage,2017-08-13,2017,1:03,1,3,3,1,Normal,CF,80
2017/2018,UEFA Champions League,Group Stage,9/13/17,H,Real Madrid,APOEL Nicosia,3:00,CF,12,1:00,Counter attack goal,Gareth Bale,International,UEFA,Stage,2017-09-13,2017,3:00,3,0,3,0,Normal,CF,12
2017/2018,UEFA Champions League,Group Stage,9/13/17,H,Real Madrid,APOEL Nicosia,3:00,CF,51,2:00,Penalty,No assist,International,UEFA,Stage,2017-09-13,2017,3:00,3,0,3,0,Normal,CF,51
2017/2018,UEFA Champions League,Group Stage,9/26/17,A,Real Madrid,Borussia Dortmund,1:03,CF,49,0:02,Left-footed shot,Gareth Bale,International,UEFA,Stage,2017-09-26,2017,1:03,1,3,3,1,Normal,CF,49
2017/2018,UEFA Champions League,Group Stage,9/26/17,A,Real Madrid,Borussia Dortmund,1:03,CF,79,1:03,Right-footed shot,Luka Modric,International,UEFA,Stage,2017-09-26,2017,1:03,1,3,3,1,Normal,CF,79
2017/2018,LaLiga,8,10/14/17,A,Real Madrid,Getafe CF,1:02,CF,85,1:02,Right-footed shot,Isco,National Leagues,Spanish Football Federation (RFEF),Matchday,2017-10-14,2017,1:02,1,2,2,1,Normal,CF,85
2017/2018,UEFA Champions League,Group Stage,10/17/17,H,Real Madrid,Tottenham Hotspur,1:01,LW,43,1:01,Penalty,No assist,International,UEFA,Stage,2017-10-17,2017,1:01,1,1,1,1,Normal,LW,43
2017/2018,UEFA Champions League,Group Stage,11-01-17,A,Real Madrid,Tottenham Hotspur,3:01,LW,80,3:01,Right-footed shot,Borja Mayoral,International,UEFA,Stage,2017-11-01,2017,3:01,3,1,1,3,Normal,LW,80
2017/2018,UEFA Champions League,Group Stage,11/21/17,A,Real Madrid,APOEL Nicosia,0:06,LW,49,0:05,Header,Marcelo,International,UEFA,Stage,2017-11-21,2017,0:06,0,6,6,0,Normal,LW,49
2017/2018,UEFA Champions League,Group Stage,11/21/17,A,Real Madrid,APOEL Nicosia,0:06,LW,54,0:06,Left-footed shot,No assist,International,UEFA,Stage,2017-11-21,2017,0:06,0,6,6,0,Normal,LW,54
2017/2018,LaLiga,13,11/25/17,H,Real Madrid,Malaga CF,3:02,CF,76,3:02,Penalty rebound,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2017-11-25,2017,3:02,3,2,3,2,Normal,CF,76
2017/2018,UEFA Champions League,Group Stage,12-06-17,H,Real Madrid,Borussia Dortmund,3:02,LW,12,2:00,Right-footed shot,Mateo Kovacic,International,UEFA,Stage,2017-12-06,2017,3:02,3,2,3,2,Normal,LW,12
2017/2018,LaLiga,15,12-09-17,H,Real Madrid,Sevilla FC,5:00,CF,23,2:00,Right-footed shot,Marco Asensio,National Leagues,Spanish Football Federation (RFEF),Matchday,2017-12-09,2017,5:00,5,0,5,0,Normal,CF,23
2017/2018,LaLiga,15,12-09-17,H,Real Madrid,Sevilla FC,5:00,CF,31,3:00,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2017-12-09,2017,5:00,5,0,5,0,Normal,CF,31
2017/2018,FIFA Club World Cup,Semi-Finals,12/13/17,A,Real Madrid,Al-Jazira (Abu Dhabi),1:02,LW,53,1:01,Right-footed shot,Luka Modric,International,FIFA,Stage,2017-12-13,2017,1:02,1,2,2,1,Normal,LW,53
2017/2018,FIFA Club World Cup,Final,12/16/17,H,Real Madrid,GrÃªmio Foot-Ball Porto Alegrense,1:00,LW,53,1:00,Direct free kick,No assist,International,FIFA,Stage,2017-12-16,2017,1:00,1,0,1,0,Normal,LW,53
2017/2018,LaLiga,20,1/21/18,H,Real Madrid,Deportivo de La CoruÃ±a,7:01,LW,78,5:01,Left-footed shot,Casemiro,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-01-21,2018,7:01,7,1,7,1,Normal,LW,78
2017/2018,LaLiga,20,1/21/18,H,Real Madrid,Deportivo de La CoruÃ±a,7:01,LW,84,6:01,Header,Lucas Vazquez,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-01-21,2018,7:01,7,1,7,1,Normal,LW,84
2017/2018,LaLiga,21,1/27/18,A,Real Madrid,Valencia CF,1:04,LW,16,0:01,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-01-27,2018,1:04,1,4,4,1,Normal,LW,16
2017/2018,LaLiga,21,1/27/18,A,Real Madrid,Valencia CF,1:04,LW,38,0:02,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-01-27,2018,1:04,1,4,4,1,Normal,LW,38
2017/2018,LaLiga,23,02-10-18,H,Real Madrid,Real Sociedad,5:02,CF,27,2:00,Right-footed shot,Marcelo,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-02-10,2018,5:02,5,2,5,2,Normal,CF,27
2017/2018,LaLiga,23,02-10-18,H,Real Madrid,Real Sociedad,5:02,CF,37,4:00,Header,Luka Modric,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-02-10,2018,5:02,5,2,5,2,Normal,CF,37
2017/2018,LaLiga,23,02-10-18,H,Real Madrid,Real Sociedad,5:02,CF,80,5:01,Tap-in,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-02-10,2018,5:02,5,2,5,2,Normal,CF,80
2017/2018,UEFA Champions League,Last 16,2/14/18,H,Real Madrid,Paris Saint-Germain,3:01,LW,45,1:01,Penalty,No assist,International,UEFA,Stage,2018-02-14,2018,3:01,3,1,3,1,Normal,LW,45
2017/2018,UEFA Champions League,Last 16,2/14/18,H,Real Madrid,Paris Saint-Germain,3:01,LW,83,2:01,Tap-in,No assist,International,UEFA,Stage,2018-02-14,2018,3:01,3,1,3,1,Normal,LW,83
2017/2018,LaLiga,24,2/18/18,A,Real Madrid,Real Betis Balompie,3:05,CF,65,2:04,Right-footed shot,Casemiro,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-02-18,2018,3:05,3,5,5,3,Normal,CF,65
2017/2018,LaLiga,25,2/24/18,H,Real Madrid,Deportivo Alaves,4:00,CF ,44,1:00,Left-footed shot,Karim Benzema,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-02-24,2018,4:00,4,0,4,0,Normal,CF,44
2017/2018,LaLiga,25,2/24/18,H,Real Madrid,Deportivo Alaves,4:00,CF ,61,3:00,Right-footed shot,Lucas Vazquez,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-02-24,2018,4:00,4,0,4,0,Normal,CF,61
2017/2018,LaLiga,27,03-03-18,H,Real Madrid,Getafe CF,3:01,CF,45+1,2:00,Left-footed shot,Karim Benzema,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-03-03,2018,3:01,3,1,3,1,Normal,CF,46
2017/2018,LaLiga,27,03-03-18,H,Real Madrid,Getafe CF,3:01,CF,78,3:01,Header,Marcelo,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-03-03,2018,3:01,3,1,3,1,Normal,CF,78
2017/2018,UEFA Champions League,Last 16,03-06-18,A,Real Madrid,Paris Saint-Germain,1:02,CF,51,0:01,Header,Lucas Vazquez,International,UEFA,Stage,2018-03-06,2018,1:02,1,2,2,1,Normal,CF,51
2017/2018,LaLiga,28,03-10-18,A,Real Madrid,SD Eibar,1:02,CF,33,0:01,Right-footed shot,Luka Modric,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-03-10,2018,1:02,1,2,2,1,Normal,CF,33
2017/2018,LaLiga,28,03-10-18,A,Real Madrid,SD Eibar,1:02,CF,84,1:02,Header,Daniel Carvajal,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-03-10,2018,1:02,1,2,2,1,Normal,CF,84
2017/2018,LaLiga,29,3/18/18,H,Real Madrid,Girona FC,6:03,CF,11,1:00,Left-footed shot,Toni Kroos,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-03-18,2018,6:03,6,3,6,3,Normal,CF,11
2017/2018,LaLiga,29,3/18/18,H,Real Madrid,Girona FC,6:03,CF,47,2:01,Left-footed shot,Karim Benzema,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-03-18,2018,6:03,6,3,6,3,Normal,CF,47
2017/2018,LaLiga,29,3/18/18,H,Real Madrid,Girona FC,6:03,CF,64,4:01,Tap-in,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-03-18,2018,6:03,6,3,6,3,Normal,CF,64
2017/2018,LaLiga,29,3/18/18,H,Real Madrid,Girona FC,6:03,CF,90+1,6:03,Right-footed shot,Toni Kroos,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-03-18,2018,6:03,6,3,6,3,Normal,CF,91
2017/2018,UEFA Champions League,Quarter-Finals,04-03-18,A,Real Madrid,Juventus FC,0:03,CF,3,0:01,Right-footed shot,Isco,International,UEFA,Stage,2018-04-03,2018,0:03,0,3,3,0,Normal,CF,3
2017/2018,UEFA Champions League,Quarter-Finals,04-03-18,A,Real Madrid,Juventus FC,0:03,CF,64,0:02,Right-footed shot,Daniel Carvajal,International,UEFA,Stage,2018-04-03,2018,0:03,0,3,3,0,Normal,CF,64
2017/2018,LaLiga,31,04-08-18,H,Real Madrid,Atletico de Madrid,1:01,CF,53,1:00,Right-footed shot,Gareth Bale,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-04-08,2018,1:01,1,1,1,1,Normal,CF,53
2017/2018,UEFA Champions League,Quarter-Finals,04-11-18,H,Real Madrid,Juventus FC,1:03,CF,90+7,1:03,Penalty,No assist,International,UEFA,Stage,2018-04-11,2018,1:03,1,3,1,3,Normal,CF,97
2017/2018,LaLiga,33,4/18/18,H,Real Madrid,Athletic Bilbao,1:01,CF,87,1:01,Right-footed shot,Luka Modric,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-04-18,2018,1:01,1,1,1,1,Normal,CF,87
2017/2018,LaLiga,36,05-06-18,A,Real Madrid,FC Barcelona,2:02,LW,14,1:01,Right-footed shot,Karim Benzema,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-05-06,2018,2:02,2,2,2,2,Normal,LW,14
2017/2018,LaLiga,38,5/19/18,A,Real Madrid,Villarreal CF,2:02,CF,32,0:02,Header,Marcelo,National Leagues,Spanish Football Federation (RFEF),Matchday,2018-05-19,2018,2:02,2,2,2,2,Normal,CF,32
2018/2019,Serie A,4,9/16/18,H,Juventus FC,US Sassuolo,2:01,CF,50,1:00,Tap-in,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2018-09-16,2018,2:01,2,1,2,1,Normal,CF,50
2018/2019,Serie A,4,9/16/18,H,Juventus FC,US Sassuolo,2:01,CF,65,2:00,Left-footed shot,Emre Can,National Leagues,Italian Football Federation (FIGC),Matchday,2018-09-16,2018,2:01,2,1,2,1,Normal,CF,65
2018/2019,Serie A,5,9/23/18,A,Juventus FC,Frosinone Calcio,0:02,LW,81,0:01,Left-footed shot,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2018-09-23,2018,0:02,0,2,2,0,Normal,LW,81
2018/2019,Serie A,8,10-06-18,A,Juventus FC,Udinese Calcio,0:02,LW,37,0:02,Left-footed shot,Mario Mandzukic,National Leagues,Italian Football Federation (FIGC),Matchday,2018-10-06,2018,0:02,0,2,2,0,Normal,LW,37
2018/2019,Serie A,9,10/20/18,H,Juventus FC,Genoa CFC,1:01,LW,18,1:00,Tap-in,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2018-10-20,2018,1:01,1,1,1,1,Normal,LW,18
2018/2019,Serie A,10,10/27/18,A,Juventus FC,Empoli FC ,1:02,CF,54,1:01,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2018-10-27,2018,1:02,1,2,2,1,Normal,CF,54
2018/2019,Serie A,10,10/27/18,A,Juventus FC,Empoli FC ,1:02,CF,70,1:02,Right-footed shot,Blaise Matuidi,National Leagues,Italian Football Federation (FIGC),Matchday,2018-10-27,2018,1:02,1,2,2,1,Normal,CF,70
2018/2019,UEFA Champions League,Group Stage,11-07-18,H,Juventus FC,Manchester United,1:02,CF,65,1:00,Right-footed shot,Leonardo Bonucci,International,UEFA,Stage,2018-11-07,2018,1:02,1,2,1,2,Normal,CF,65
2018/2019,Serie A,12,11-11-18,A,Juventus FC,AC Milan,0:02,LW,81,0:02,Tap-in,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2018-11-11,2018,0:02,0,2,2,0,Normal,LW,81
2018/2019,Serie A,13,11/24/18,H,Juventus FC,SPAL,2:00,CF,29,1:00,Left-footed shot,Miralem Pjanic,National Leagues,Italian Football Federation (FIGC),Matchday,2018-11-24,2018,2:00,2,0,2,0,Normal,CF,29
2018/2019,Serie A,14,12-01-18,A,Juventus FC,ACF Fiorentina,0:03,LW,79,0:03,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2018-12-01,2018,0:03,0,3,3,0,Normal,LW,79
